SCRAPING DATE,TOKEN,ADDRESS,BALANCE
7/9/2021,EGLD,erd1ym4l5lkc00a9q20vgwf3vpt5waqzdttggdfms0ehr4tg8cktxzpq0kxnax,"78,229.18"
7/9/2021,HNT,14sBjdgVU2bxYfpvaQH621gzb4CdYuuToj4ms6psJeKDVxxMp8A,No data acquired.
7/9/2021,RIF,0x6990b2bed3c0e60cc3980051da0dd7f3ebb1f9ed,6.27E-06
8/9/2021,VET,0x810ecE4bE4099Ca32a56F6cE32026Df7f9DA18A6,"456,141,700.10"
8/9/2021,LUNA,terra1mfakl7w5pf8608k2esads9rumamt0jz32cmha3,26703.62348
8/9/2021,DOT,14VQEfT5bAn8HRSDyPMTMgMJBJ4aZxLmDibEvaJZtn2Vdeuh,1
8/9/2021,STMX,0x6C314af837367aEC15505e8D0991377250877D98,"309,445,235.91"
8/9/2021,ALGO,LKPRKQB7MRDGBTF6AQ2RNVGUC6R7HSVS4X7BONIXHY42GUXDVG7SCQD4TI,"9,021,765.62"
8/9/2021,SC,9cecac9d191e961b1677ce8d94e18b8ed87dbbc2749f3b03cd133440c187dc3d894dd55e36a9,227 204 707.29 
8/9/2021,VTHO,0x810ecE4bE4099Ca32a56F6cE32026Df7f9DA18A6,"158,844,995.84"
8/9/2021,RNDR,0x0349923aE2B35FF4f0099869aeea99d1f3FD12a9,"1,520,453.53"
8/9/2021,SUKU,0x0349923aE2B35FF4f0099869aeea99d1f3FD12a9,"2,853,795.99"
8/9/2021,LINK,0x5d2ef4c19679465e2205c2f4326484f4d30dcc18,"13,898.45"
8/9/2021,PUNDIX,0x5d2ef4c19679465e2205c2f4326484f4d30dcc18,No data acquired.
8/9/2021,SNX,0x8dD42769fe0f025C879EB3B0903862Ceb1842555,"224,072"
8/9/2021,MIR,terra15sla46uw8fax6dmyj3lcsjzerj99uer9alcs0z,0.000803
8/9/2021,XRP,r3zP2xtUwAQUpgnXqLSVMMhNPumkaiij5r,20
8/9/2021,HBAR,0.0.358271,"78,767,572.00"
8/9/2021,EGLD,erd1ym4l5lkc00a9q20vgwf3vpt5waqzdttggdfms0ehr4tg8cktxzpq0kxnax,"78,229.18"
8/9/2021,HNT,14sBjdgVU2bxYfpvaQH621gzb4CdYuuToj4ms6psJeKDVxxMp8A,No data acquired.
8/9/2021,RIF,0x6990b2bed3c0e60cc3980051da0dd7f3ebb1f9ed,6.27E-06
9/9/2021,VET,0x810ecE4bE4099Ca32a56F6cE32026Df7f9DA18A6,"456,141,700.10"
9/9/2021,LUNA,terra1mfakl7w5pf8608k2esads9rumamt0jz32cmha3,26706.13206
9/9/2021,DOT,14VQEfT5bAn8HRSDyPMTMgMJBJ4aZxLmDibEvaJZtn2Vdeuh,1
9/9/2021,STMX,0x6C314af837367aEC15505e8D0991377250877D98,No data acquired.
9/9/2021,ALGO,LKPRKQB7MRDGBTF6AQ2RNVGUC6R7HSVS4X7BONIXHY42GUXDVG7SCQD4TI,"9,023,106.80"
9/9/2021,SC,9cecac9d191e961b1677ce8d94e18b8ed87dbbc2749f3b03cd133440c187dc3d894dd55e36a9,227 204 707.29 
9/9/2021,VTHO,0x810ecE4bE4099Ca32a56F6cE32026Df7f9DA18A6,"159,042,049.05"
9/9/2021,RNDR,0x0349923aE2B35FF4f0099869aeea99d1f3FD12a9,No data acquired.
9/9/2021,SUKU,0x0349923aE2B35FF4f0099869aeea99d1f3FD12a9,No data acquired.
9/9/2021,LINK,0x5d2ef4c19679465e2205c2f4326484f4d30dcc18,No data acquired.
9/9/2021,PUNDIX,0x5d2ef4c19679465e2205c2f4326484f4d30dcc18,No data acquired.
9/9/2021,SNX,0x8dD42769fe0f025C879EB3B0903862Ceb1842555,No data acquired.
9/9/2021,MIR,terra15sla46uw8fax6dmyj3lcsjzerj99uer9alcs0z,0.000803
9/9/2021,XRP,r3zP2xtUwAQUpgnXqLSVMMhNPumkaiij5r,20
9/9/2021,HBAR,0.0.358271,"78,767,572.00"
9/9/2021,EGLD,erd1ym4l5lkc00a9q20vgwf3vpt5waqzdttggdfms0ehr4tg8cktxzpq0kxnax,"78,229.18"
9/9/2021,HNT,14sBjdgVU2bxYfpvaQH621gzb4CdYuuToj4ms6psJeKDVxxMp8A,No data acquired.
9/9/2021,RIF,0x6990b2bed3c0e60cc3980051da0dd7f3ebb1f9ed,6.27E-06
10/9/2021,VET,0x810ecE4bE4099Ca32a56F6cE32026Df7f9DA18A6,"456,141,700.10"
10/9/2021,LUNA,terra1mfakl7w5pf8608k2esads9rumamt0jz32cmha3,26708.68277
10/9/2021,DOT,14VQEfT5bAn8HRSDyPMTMgMJBJ4aZxLmDibEvaJZtn2Vdeuh,1
10/9/2021,STMX,0x6C314af837367aEC15505e8D0991377250877D98,No data acquired.
10/9/2021,ALGO,LKPRKQB7MRDGBTF6AQ2RNVGUC6R7HSVS4X7BONIXHY42GUXDVG7SCQD4TI,"9,024,447.97"
10/9/2021,SC,9cecac9d191e961b1677ce8d94e18b8ed87dbbc2749f3b03cd133440c187dc3d894dd55e36a9,227 204 707.29 
10/9/2021,VTHO,0x810ecE4bE4099Ca32a56F6cE32026Df7f9DA18A6,"159,239,102.27"
10/9/2021,RNDR,0x0349923aE2B35FF4f0099869aeea99d1f3FD12a9,No data acquired.
10/9/2021,SUKU,0x0349923aE2B35FF4f0099869aeea99d1f3FD12a9,No data acquired.
10/9/2021,LINK,0x5d2ef4c19679465e2205c2f4326484f4d30dcc18,No data acquired.
10/9/2021,PUNDIX,0x5d2ef4c19679465e2205c2f4326484f4d30dcc18,No data acquired.
10/9/2021,SNX,0x8dD42769fe0f025C879EB3B0903862Ceb1842555,No data acquired.
10/9/2021,MIR,terra15sla46uw8fax6dmyj3lcsjzerj99uer9alcs0z,0.000803
10/9/2021,XRP,r3zP2xtUwAQUpgnXqLSVMMhNPumkaiij5r,20
10/9/2021,HBAR,0.0.358271,No data acquired.
10/9/2021,EGLD,erd1ym4l5lkc00a9q20vgwf3vpt5waqzdttggdfms0ehr4tg8cktxzpq0kxnax,"78,229.18"
10/9/2021,HNT,14sBjdgVU2bxYfpvaQH621gzb4CdYuuToj4ms6psJeKDVxxMp8A,No data acquired.
10/9/2021,RIF,0x6990b2bed3c0e60cc3980051da0dd7f3ebb1f9ed,6.27E-06
11/9/2021,VET,0x810ecE4bE4099Ca32a56F6cE32026Df7f9DA18A6,"456,141,700.10"
11/9/2021,LUNA,terra15sla46uw8fax6dmyj3lcsjzerj99uer9alcs0z,No data acquired.
11/9/2021,DOT,14VQEfT5bAn8HRSDyPMTMgMJBJ4aZxLmDibEvaJZtn2Vdeuh,1
11/9/2021,STMX,0x6C314af837367aEC15505e8D0991377250877D98,No data acquired.
11/9/2021,ALGO,LKPRKQB7MRDGBTF6AQ2RNVGUC6R7HSVS4X7BONIXHY42GUXDVG7SCQD4TI,"9,025,789.15"
11/9/2021,SC,9cecac9d191e961b1677ce8d94e18b8ed87dbbc2749f3b03cd133440c187dc3d894dd55e36a9,227 204 707.29 
11/9/2021,VTHO,0x810ecE4bE4099Ca32a56F6cE32026Df7f9DA18A6,"159,436,155.48"
11/9/2021,RNDR,0x0349923aE2B35FF4f0099869aeea99d1f3FD12a9,No data acquired.
11/9/2021,SUKU,0x0349923aE2B35FF4f0099869aeea99d1f3FD12a9,No data acquired.
11/9/2021,LINK,0x5d2ef4c19679465e2205c2f4326484f4d30dcc18,No data acquired.
11/9/2021,PUNDIX,0x5d2ef4c19679465e2205c2f4326484f4d30dcc18,No data acquired.
11/9/2021,SNX,0x8dD42769fe0f025C879EB3B0903862Ceb1842555,No data acquired.
11/9/2021,MIR,terra15sla46uw8fax6dmyj3lcsjzerj99uer9alcs0z,No data acquired.
11/9/2021,XRP,r3zP2xtUwAQUpgnXqLSVMMhNPumkaiij5r,20
11/9/2021,HBAR,0.0.358271,"78,767,572.00"
11/9/2021,EGLD,erd1ym4l5lkc00a9q20vgwf3vpt5waqzdttggdfms0ehr4tg8cktxzpq0kxnax,"78,229.18"
11/9/2021,HNT,14sBjdgVU2bxYfpvaQH621gzb4CdYuuToj4ms6psJeKDVxxMp8A,No data acquired.
11/9/2021,RIF,0x6990b2bed3c0e60cc3980051da0dd7f3ebb1f9ed,6.27E-06
12/9/2021,VET,0x810ecE4bE4099Ca32a56F6cE32026Df7f9DA18A6,"456,141,700.10"
12/9/2021,LUNA,terra15sla46uw8fax6dmyj3lcsjzerj99uer9alcs0z,No data acquired.
12/9/2021,DOT,14VQEfT5bAn8HRSDyPMTMgMJBJ4aZxLmDibEvaJZtn2Vdeuh,1
12/9/2021,STMX,0x6C314af837367aEC15505e8D0991377250877D98,No data acquired.
12/9/2021,ALGO,LKPRKQB7MRDGBTF6AQ2RNVGUC6R7HSVS4X7BONIXHY42GUXDVG7SCQD4TI,"9,027,139.34"
12/9/2021,SC,9cecac9d191e961b1677ce8d94e18b8ed87dbbc2749f3b03cd133440c187dc3d894dd55e36a9,227 204 707.29 
12/9/2021,VTHO,0x810ecE4bE4099Ca32a56F6cE32026Df7f9DA18A6,"159,633,208.70"
12/9/2021,RNDR,0x0349923aE2B35FF4f0099869aeea99d1f3FD12a9,No data acquired.
12/9/2021,SUKU,0x0349923aE2B35FF4f0099869aeea99d1f3FD12a9,No data acquired.
12/9/2021,LINK,0x5d2ef4c19679465e2205c2f4326484f4d30dcc18,No data acquired.
12/9/2021,PUNDIX,0x5d2ef4c19679465e2205c2f4326484f4d30dcc18,No data acquired.
12/9/2021,SNX,0x8dD42769fe0f025C879EB3B0903862Ceb1842555,No data acquired.
12/9/2021,MIR,terra15sla46uw8fax6dmyj3lcsjzerj99uer9alcs0z,No data acquired.
12/9/2021,XRP,r3zP2xtUwAQUpgnXqLSVMMhNPumkaiij5r,20
12/9/2021,HBAR,0.0.358271,"78,767,572.00"
12/9/2021,EGLD,erd1ym4l5lkc00a9q20vgwf3vpt5waqzdttggdfms0ehr4tg8cktxzpq0kxnax,"78,229.18"
12/9/2021,HNT,14sBjdgVU2bxYfpvaQH621gzb4CdYuuToj4ms6psJeKDVxxMp8A,No data acquired.
12/9/2021,RIF,0x6990b2bed3c0e60cc3980051da0dd7f3ebb1f9ed,6.27E-06
13/9/2021,VET,0x810ecE4bE4099Ca32a56F6cE32026Df7f9DA18A6,"456,141,700.10"
13/9/2021,LUNA,terra15sla46uw8fax6dmyj3lcsjzerj99uer9alcs0z,No data acquired.
13/9/2021,DOT,14VQEfT5bAn8HRSDyPMTMgMJBJ4aZxLmDibEvaJZtn2Vdeuh,1
13/9/2021,STMX,0x6C314af837367aEC15505e8D0991377250877D98,No data acquired.
13/9/2021,ALGO,LKPRKQB7MRDGBTF6AQ2RNVGUC6R7HSVS4X7BONIXHY42GUXDVG7SCQD4TI,"9,028,489.52"
13/9/2021,SC,9cecac9d191e961b1677ce8d94e18b8ed87dbbc2749f3b03cd133440c187dc3d894dd55e36a9,227 204 707.29 
13/9/2021,VTHO,0x810ecE4bE4099Ca32a56F6cE32026Df7f9DA18A6,"159,830,261.91"
13/9/2021,RNDR,0x0349923aE2B35FF4f0099869aeea99d1f3FD12a9,No data acquired.
13/9/2021,SUKU,0x0349923aE2B35FF4f0099869aeea99d1f3FD12a9,No data acquired.
13/9/2021,LINK,0x5d2ef4c19679465e2205c2f4326484f4d30dcc18,No data acquired.
13/9/2021,PUNDIX,0x5d2ef4c19679465e2205c2f4326484f4d30dcc18,No data acquired.
13/9/2021,SNX,0x8dD42769fe0f025C879EB3B0903862Ceb1842555,No data acquired.
13/9/2021,MIR,terra15sla46uw8fax6dmyj3lcsjzerj99uer9alcs0z,No data acquired.
13/9/2021,XRP,r3zP2xtUwAQUpgnXqLSVMMhNPumkaiij5r,20
13/9/2021,HBAR,0.0.358271,"78,767,572.00"
13/9/2021,EGLD,erd1ym4l5lkc00a9q20vgwf3vpt5waqzdttggdfms0ehr4tg8cktxzpq0kxnax,"78,229.18"
13/9/2021,HNT,14sBjdgVU2bxYfpvaQH621gzb4CdYuuToj4ms6psJeKDVxxMp8A,No data acquired.
13/9/2021,RIF,0x6990b2bed3c0e60cc3980051da0dd7f3ebb1f9ed,6.27E-06
14/9/2021,VET,0x810ecE4bE4099Ca32a56F6cE32026Df7f9DA18A6,"456,141,700.10"
14/9/2021,LUNA,terra15sla46uw8fax6dmyj3lcsjzerj99uer9alcs0z,No data acquired.
14/9/2021,DOT,14VQEfT5bAn8HRSDyPMTMgMJBJ4aZxLmDibEvaJZtn2Vdeuh,1
14/9/2021,STMX,0x6C314af837367aEC15505e8D0991377250877D98,No data acquired.
14/9/2021,ALGO,LKPRKQB7MRDGBTF6AQ2RNVGUC6R7HSVS4X7BONIXHY42GUXDVG7SCQD4TI,"9,029,830.70"
14/9/2021,SC,9cecac9d191e961b1677ce8d94e18b8ed87dbbc2749f3b03cd133440c187dc3d894dd55e36a9,227 204 707.29 
14/9/2021,VTHO,0x810ecE4bE4099Ca32a56F6cE32026Df7f9DA18A6,"160,027,315.12"
14/9/2021,RNDR,0x0349923aE2B35FF4f0099869aeea99d1f3FD12a9,No data acquired.
14/9/2021,SUKU,0x0349923aE2B35FF4f0099869aeea99d1f3FD12a9,No data acquired.
14/9/2021,LINK,0x5d2ef4c19679465e2205c2f4326484f4d30dcc18,No data acquired.
14/9/2021,PUNDIX,0x5d2ef4c19679465e2205c2f4326484f4d30dcc18,No data acquired.
14/9/2021,SNX,0x8dD42769fe0f025C879EB3B0903862Ceb1842555,No data acquired.
14/9/2021,MIR,terra15sla46uw8fax6dmyj3lcsjzerj99uer9alcs0z,No data acquired.
14/9/2021,XRP,r3zP2xtUwAQUpgnXqLSVMMhNPumkaiij5r,20
14/9/2021,HBAR,0.0.358271,"78,767,572.00"
14/9/2021,EGLD,erd1ym4l5lkc00a9q20vgwf3vpt5waqzdttggdfms0ehr4tg8cktxzpq0kxnax,"78,229.18"
14/9/2021,HNT,14sBjdgVU2bxYfpvaQH621gzb4CdYuuToj4ms6psJeKDVxxMp8A,No data acquired.
14/9/2021,RIF,0x6990b2bed3c0e60cc3980051da0dd7f3ebb1f9ed,6.27E-06
15/9/2021,VET,0x810ecE4bE4099Ca32a56F6cE32026Df7f9DA18A6,"456,141,700.10"
15/9/2021,LUNA,terra15sla46uw8fax6dmyj3lcsjzerj99uer9alcs0z,No data acquired.
15/9/2021,DOT,14VQEfT5bAn8HRSDyPMTMgMJBJ4aZxLmDibEvaJZtn2Vdeuh,1
15/9/2021,STMX,0x6C314af837367aEC15505e8D0991377250877D98,No data acquired.
15/9/2021,ALGO,LKPRKQB7MRDGBTF6AQ2RNVGUC6R7HSVS4X7BONIXHY42GUXDVG7SCQD4TI,"9,031,171.88"
15/9/2021,SC,9cecac9d191e961b1677ce8d94e18b8ed87dbbc2749f3b03cd133440c187dc3d894dd55e36a9,227 204 707.29 
15/9/2021,VTHO,0x810ecE4bE4099Ca32a56F6cE32026Df7f9DA18A6,"160,224,368.34"
15/9/2021,RNDR,0x0349923aE2B35FF4f0099869aeea99d1f3FD12a9,No data acquired.
15/9/2021,SUKU,0x0349923aE2B35FF4f0099869aeea99d1f3FD12a9,No data acquired.
15/9/2021,LINK,0x5d2ef4c19679465e2205c2f4326484f4d30dcc18,No data acquired.
15/9/2021,PUNDIX,0x5d2ef4c19679465e2205c2f4326484f4d30dcc18,No data acquired.
15/9/2021,SNX,0x8dD42769fe0f025C879EB3B0903862Ceb1842555,No data acquired.
15/9/2021,MIR,terra15sla46uw8fax6dmyj3lcsjzerj99uer9alcs0z,No data acquired.
15/9/2021,XRP,r3zP2xtUwAQUpgnXqLSVMMhNPumkaiij5r,20
15/9/2021,HBAR,0.0.358271,"78,767,572.00"
15/9/2021,EGLD,erd1ym4l5lkc00a9q20vgwf3vpt5waqzdttggdfms0ehr4tg8cktxzpq0kxnax,"78,229.18"
15/9/2021,HNT,14sBjdgVU2bxYfpvaQH621gzb4CdYuuToj4ms6psJeKDVxxMp8A,No data acquired.
15/9/2021,RIF,0x6990b2bed3c0e60cc3980051da0dd7f3ebb1f9ed,6.27E-06
16/9/2021,VET,0x810ecE4bE4099Ca32a56F6cE32026Df7f9DA18A6,"456,141,700.10"
16/9/2021,LUNA,terra15sla46uw8fax6dmyj3lcsjzerj99uer9alcs0z,No data acquired.
16/9/2021,DOT,14VQEfT5bAn8HRSDyPMTMgMJBJ4aZxLmDibEvaJZtn2Vdeuh,1
16/9/2021,STMX,0x6C314af837367aEC15505e8D0991377250877D98,No data acquired.
16/9/2021,ALGO,LKPRKQB7MRDGBTF6AQ2RNVGUC6R7HSVS4X7BONIXHY42GUXDVG7SCQD4TI,"9,032,522.06"
16/9/2021,SC,9cecac9d191e961b1677ce8d94e18b8ed87dbbc2749f3b03cd133440c187dc3d894dd55e36a9,227 204 707.29 
16/9/2021,VTHO,0x810ecE4bE4099Ca32a56F6cE32026Df7f9DA18A6,"160,421,421.55"
16/9/2021,RNDR,0x0349923aE2B35FF4f0099869aeea99d1f3FD12a9,No data acquired.
16/9/2021,SUKU,0x0349923aE2B35FF4f0099869aeea99d1f3FD12a9,No data acquired.
16/9/2021,LINK,0x5d2ef4c19679465e2205c2f4326484f4d30dcc18,No data acquired.
16/9/2021,PUNDIX,0x5d2ef4c19679465e2205c2f4326484f4d30dcc18,No data acquired.
16/9/2021,SNX,0x8dD42769fe0f025C879EB3B0903862Ceb1842555,No data acquired.
16/9/2021,MIR,terra15sla46uw8fax6dmyj3lcsjzerj99uer9alcs0z,No data acquired.
16/9/2021,XRP,r3zP2xtUwAQUpgnXqLSVMMhNPumkaiij5r,20
16/9/2021,HBAR,0.0.358271,"78,767,572.00"
16/9/2021,EGLD,erd1ym4l5lkc00a9q20vgwf3vpt5waqzdttggdfms0ehr4tg8cktxzpq0kxnax,"78,229.18"
16/9/2021,HNT,14sBjdgVU2bxYfpvaQH621gzb4CdYuuToj4ms6psJeKDVxxMp8A,No data acquired.
16/9/2021,RIF,0x6990b2bed3c0e60cc3980051da0dd7f3ebb1f9ed,6.27E-06
17/9/2021,VET,0x810ecE4bE4099Ca32a56F6cE32026Df7f9DA18A6,"456,141,698.30"
17/9/2021,LUNA,terra15sla46uw8fax6dmyj3lcsjzerj99uer9alcs0z,No data acquired.
17/9/2021,DOT,14VQEfT5bAn8HRSDyPMTMgMJBJ4aZxLmDibEvaJZtn2Vdeuh,1
17/9/2021,STMX,0x6C314af837367aEC15505e8D0991377250877D98,No data acquired.
17/9/2021,ALGO,LKPRKQB7MRDGBTF6AQ2RNVGUC6R7HSVS4X7BONIXHY42GUXDVG7SCQD4TI,"9,033,872.24"
17/9/2021,SC,9cecac9d191e961b1677ce8d94e18b8ed87dbbc2749f3b03cd133440c187dc3d894dd55e36a9,227 204 707.29 
17/9/2021,VTHO,0x810ecE4bE4099Ca32a56F6cE32026Df7f9DA18A6,"160,618,474.56"
17/9/2021,RNDR,0x0349923aE2B35FF4f0099869aeea99d1f3FD12a9,No data acquired.
17/9/2021,SUKU,0x0349923aE2B35FF4f0099869aeea99d1f3FD12a9,No data acquired.
17/9/2021,LINK,0x5d2ef4c19679465e2205c2f4326484f4d30dcc18,No data acquired.
17/9/2021,PUNDIX,0x5d2ef4c19679465e2205c2f4326484f4d30dcc18,No data acquired.
17/9/2021,SNX,0x8dD42769fe0f025C879EB3B0903862Ceb1842555,No data acquired.
17/9/2021,MIR,terra15sla46uw8fax6dmyj3lcsjzerj99uer9alcs0z,No data acquired.
17/9/2021,XRP,r3zP2xtUwAQUpgnXqLSVMMhNPumkaiij5r,20
17/9/2021,HBAR,0.0.358271,"78,767,572.00"
17/9/2021,EGLD,erd1ym4l5lkc00a9q20vgwf3vpt5waqzdttggdfms0ehr4tg8cktxzpq0kxnax,"78,229.18"
17/9/2021,HNT,14sBjdgVU2bxYfpvaQH621gzb4CdYuuToj4ms6psJeKDVxxMp8A,No data acquired.
17/9/2021,RIF,0x6990b2bed3c0e60cc3980051da0dd7f3ebb1f9ed,6.27E-06
18/9/2021,VET,0x810ecE4bE4099Ca32a56F6cE32026Df7f9DA18A6,"456,141,698.30"
18/9/2021,LUNA,terra15sla46uw8fax6dmyj3lcsjzerj99uer9alcs0z,No data acquired.
18/9/2021,DOT,14VQEfT5bAn8HRSDyPMTMgMJBJ4aZxLmDibEvaJZtn2Vdeuh,"4,054.85"
18/9/2021,STMX,0x6C314af837367aEC15505e8D0991377250877D98,No data acquired.
18/9/2021,ALGO,LKPRKQB7MRDGBTF6AQ2RNVGUC6R7HSVS4X7BONIXHY42GUXDVG7SCQD4TI,"9,035,213.42"
18/9/2021,SC,9cecac9d191e961b1677ce8d94e18b8ed87dbbc2749f3b03cd133440c187dc3d894dd55e36a9,227 204 707.29 
18/9/2021,VTHO,0x810ecE4bE4099Ca32a56F6cE32026Df7f9DA18A6,"160,815,527.77"
18/9/2021,RNDR,0x0349923aE2B35FF4f0099869aeea99d1f3FD12a9,No data acquired.
18/9/2021,SUKU,0x0349923aE2B35FF4f0099869aeea99d1f3FD12a9,No data acquired.
18/9/2021,LINK,0x5d2ef4c19679465e2205c2f4326484f4d30dcc18,No data acquired.
18/9/2021,PUNDIX,0x5d2ef4c19679465e2205c2f4326484f4d30dcc18,No data acquired.
18/9/2021,SNX,0x8dD42769fe0f025C879EB3B0903862Ceb1842555,No data acquired.
18/9/2021,MIR,terra15sla46uw8fax6dmyj3lcsjzerj99uer9alcs0z,No data acquired.
18/9/2021,XRP,r3zP2xtUwAQUpgnXqLSVMMhNPumkaiij5r,20
18/9/2021,HBAR,0.0.358271,"78,767,572.00"
18/9/2021,EGLD,erd1ym4l5lkc00a9q20vgwf3vpt5waqzdttggdfms0ehr4tg8cktxzpq0kxnax,"78,229.18"
18/9/2021,HNT,14sBjdgVU2bxYfpvaQH621gzb4CdYuuToj4ms6psJeKDVxxMp8A,No data acquired.
18/9/2021,RIF,0x6990b2bed3c0e60cc3980051da0dd7f3ebb1f9ed,6.27E-06
19/9/2021,VET,0x810ecE4bE4099Ca32a56F6cE32026Df7f9DA18A6,"456,141,698.30"
19/9/2021,LUNA,terra15sla46uw8fax6dmyj3lcsjzerj99uer9alcs0z,No data acquired.
19/9/2021,DOT,14VQEfT5bAn8HRSDyPMTMgMJBJ4aZxLmDibEvaJZtn2Vdeuh,"4,054.85"
19/9/2021,STMX,0x6C314af837367aEC15505e8D0991377250877D98,No data acquired.
19/9/2021,ALGO,LKPRKQB7MRDGBTF6AQ2RNVGUC6R7HSVS4X7BONIXHY42GUXDVG7SCQD4TI,"9,036,545.60"
19/9/2021,SC,9cecac9d191e961b1677ce8d94e18b8ed87dbbc2749f3b03cd133440c187dc3d894dd55e36a9,227 204 707.29 
19/9/2021,VTHO,0x810ecE4bE4099Ca32a56F6cE32026Df7f9DA18A6,"161,012,580.98"
19/9/2021,RNDR,0x0349923aE2B35FF4f0099869aeea99d1f3FD12a9,No data acquired.
19/9/2021,SUKU,0x0349923aE2B35FF4f0099869aeea99d1f3FD12a9,No data acquired.
19/9/2021,LINK,0x5d2ef4c19679465e2205c2f4326484f4d30dcc18,No data acquired.
19/9/2021,PUNDIX,0x5d2ef4c19679465e2205c2f4326484f4d30dcc18,No data acquired.
19/9/2021,SNX,0x8dD42769fe0f025C879EB3B0903862Ceb1842555,No data acquired.
19/9/2021,MIR,terra15sla46uw8fax6dmyj3lcsjzerj99uer9alcs0z,No data acquired.
19/9/2021,XRP,r3zP2xtUwAQUpgnXqLSVMMhNPumkaiij5r,20
19/9/2021,HBAR,0.0.358271,"78,767,572.00"
19/9/2021,EGLD,erd1ym4l5lkc00a9q20vgwf3vpt5waqzdttggdfms0ehr4tg8cktxzpq0kxnax,"78,229.18"
19/9/2021,HNT,14sBjdgVU2bxYfpvaQH621gzb4CdYuuToj4ms6psJeKDVxxMp8A,No data acquired.
19/9/2021,RIF,0x6990b2bed3c0e60cc3980051da0dd7f3ebb1f9ed,6.27E-06
20/9/2021,VET,0x810ecE4bE4099Ca32a56F6cE32026Df7f9DA18A6,"456,141,698.30"
20/9/2021,LUNA,terra15sla46uw8fax6dmyj3lcsjzerj99uer9alcs0z,No data acquired.
20/9/2021,DOT,14VQEfT5bAn8HRSDyPMTMgMJBJ4aZxLmDibEvaJZtn2Vdeuh,"4,054.85"
20/9/2021,STMX,0x6C314af837367aEC15505e8D0991377250877D98,No data acquired.
20/9/2021,ALGO,LKPRKQB7MRDGBTF6AQ2RNVGUC6R7HSVS4X7BONIXHY42GUXDVG7SCQD4TI,"9,037,850.77"
20/9/2021,SC,9cecac9d191e961b1677ce8d94e18b8ed87dbbc2749f3b03cd133440c187dc3d894dd55e36a9,227 204 707.29 
20/9/2021,VTHO,0x810ecE4bE4099Ca32a56F6cE32026Df7f9DA18A6,"161,209,634.20"
20/9/2021,RNDR,0x0349923aE2B35FF4f0099869aeea99d1f3FD12a9,No data acquired.
20/9/2021,SUKU,0x0349923aE2B35FF4f0099869aeea99d1f3FD12a9,No data acquired.
20/9/2021,LINK,0x5d2ef4c19679465e2205c2f4326484f4d30dcc18,No data acquired.
20/9/2021,PUNDIX,0x5d2ef4c19679465e2205c2f4326484f4d30dcc18,No data acquired.
20/9/2021,SNX,0x8dD42769fe0f025C879EB3B0903862Ceb1842555,No data acquired.
20/9/2021,MIR,terra15sla46uw8fax6dmyj3lcsjzerj99uer9alcs0z,No data acquired.
20/9/2021,XRP,r3zP2xtUwAQUpgnXqLSVMMhNPumkaiij5r,20
20/9/2021,HBAR,0.0.358271,"78,767,572.00"
20/9/2021,EGLD,erd1ym4l5lkc00a9q20vgwf3vpt5waqzdttggdfms0ehr4tg8cktxzpq0kxnax,"78,229.18"
20/9/2021,HNT,14sBjdgVU2bxYfpvaQH621gzb4CdYuuToj4ms6psJeKDVxxMp8A,No data acquired.
20/9/2021,RIF,0x6990b2bed3c0e60cc3980051da0dd7f3ebb1f9ed,6.27E-06
21/9/2021,VET,0x810ecE4bE4099Ca32a56F6cE32026Df7f9DA18A6,"456,141,698.30"
21/9/2021,LUNA,terra15sla46uw8fax6dmyj3lcsjzerj99uer9alcs0z,No data acquired.
21/9/2021,DOT,14VQEfT5bAn8HRSDyPMTMgMJBJ4aZxLmDibEvaJZtn2Vdeuh,"4,054.85"
21/9/2021,STMX,0x6C314af837367aEC15505e8D0991377250877D98,No data acquired.
21/9/2021,ALGO,LKPRKQB7MRDGBTF6AQ2RNVGUC6R7HSVS4X7BONIXHY42GUXDVG7SCQD4TI,"9,039,155.95"
21/9/2021,SC,9cecac9d191e961b1677ce8d94e18b8ed87dbbc2749f3b03cd133440c187dc3d894dd55e36a9,227 204 707.29 
21/9/2021,VTHO,0x810ecE4bE4099Ca32a56F6cE32026Df7f9DA18A6,"161,406,687.41"
21/9/2021,RNDR,0x0349923aE2B35FF4f0099869aeea99d1f3FD12a9,No data acquired.
21/9/2021,SUKU,0x0349923aE2B35FF4f0099869aeea99d1f3FD12a9,No data acquired.
21/9/2021,LINK,0x5d2ef4c19679465e2205c2f4326484f4d30dcc18,No data acquired.
21/9/2021,PUNDIX,0x5d2ef4c19679465e2205c2f4326484f4d30dcc18,No data acquired.
21/9/2021,SNX,0x8dD42769fe0f025C879EB3B0903862Ceb1842555,No data acquired.
21/9/2021,MIR,terra15sla46uw8fax6dmyj3lcsjzerj99uer9alcs0z,No data acquired.
21/9/2021,XRP,r3zP2xtUwAQUpgnXqLSVMMhNPumkaiij5r,20
21/9/2021,HBAR,0.0.358271,"78,767,572.00"
21/9/2021,EGLD,erd1ym4l5lkc00a9q20vgwf3vpt5waqzdttggdfms0ehr4tg8cktxzpq0kxnax,"78,229.18"
21/9/2021,HNT,14sBjdgVU2bxYfpvaQH621gzb4CdYuuToj4ms6psJeKDVxxMp8A,No data acquired.
21/9/2021,RIF,0x6990b2bed3c0e60cc3980051da0dd7f3ebb1f9ed,6.27E-06
